title,story,phonics_focus,sentence_count,source,menon_hiebert_level,present_patterns,target_phonics,present_phonics_summary
The Busy Animals,"The rabbits are running fast through the tall grass, jumping over small logs.  
Two monkeys are playing in the trees, swinging from branch to branch.  
A wise owl is reading a book under the moonlight, turning pages with its beak.  
The clever fox is writing notes in the dirt with its paw, planning its next adventure.  
All the animals are working hard, but they still find time for resting and snacking!","['running, jumping, playing, reading, writing']",5,HuggingFace,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant digraphs, consonant blends","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Puppies and Kitties,"The buff pup has a doll.  
Mom will give the kitties a kiss.  
The pups are running fast.  
The cat stopped by the bed.  
The babies tried to nap.","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,4,"digraph, blend, vowel_team, multisyllabic","multisyllabic words, vowel teams, consonant blends","consonant blends, vowel teams, multisyllabic words"
The Zoo Trip,"The buff lion gave his cubs a big kiss.  
Mom will have to give the babies their milk soon.  
The pups stopped running when they saw the doll.  
The ducklings tried to hop on the big rock.  
The zookeeper is getting the animals their snacks.","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant digraphs, vowel teams","consonant digraphs, consonant blends, vowel teams, multisyllabic words"
The Zoo Trip,"The buff lion stopped napping when the zookeeper brought his lunch.  
Three baby monkeys tried to kiss their mom through the glass wall.  
The running zebras have strong legs that help them escape danger.  
A kind worker will give the fluffy doll to the little tiger cubs.  
The babies giggled when the otters flipped and splashed in the pool.","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,8,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, consonant digraphs","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, multisyllabic words"
A Day with My Family,"We play in the rain near our blue house.  
Mom and Dad eat by the tree.  
My boy has a toy boat.  
Look at the train go fast!  
I see my coat on the chair. ","['ai: rain, train', 'ay: play, say', 'ea: eat, read', 'ee: tree, see', 'oa: boat, coat', 'ow: show, know', 'ou: house, mouse', 'oy: boy, toy', 'oo: book, look', 'ue: blue, true']",5,HuggingFace,5,"digraph, blend, vowel_team, r_controlled, diphthong","vowel teams, consonant blends, diphthongs","consonant blends, vowel teams, r-controlled vowels, diphthongs"
A Fun Day with My Family,"We play in the rain and see a big rainbow show.  
Dad reads a book while Mom eats a peach by the tree.  
My brother and I sail a toy boat in the blue pool.  
At night, we look at the moon and say goodnight.  
Our house is full of joy when we stay together!","['ai: rain, train', 'ay: play, say', 'ea: eat, read', 'ee: tree, see', 'oa: boat, coat', 'ow: show, know', 'ou: house, mouse', 'oy: boy, toy', 'oo: book, look', 'ue: blue, true']",5,HuggingFace,5,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","vowel teams, consonant blends, consonant digraphs","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
A Day with My Family,"On a rainy day, my brother and I play with our toy train near the big oak tree.  
At noon, we eat lunch and read a book about a blue boat that sails away.  
My mom shows us how to bake sweet treats while Dad fixes our old house.  
Later, we see a boy with a red coat who knows how to skip stones at the lake.  
As the sun sets, we say it’s true—family time is the best part of every day!","['ai: rain, train', 'ay: play, say', 'ea: eat, read', 'ee: tree, see', 'oa: boat, coat', 'ow: show, know', 'ou: house, mouse', 'oy: boy, toy', 'oo: book, look', 'ue: blue, true']",5,HuggingFace,5,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","vowel teams, consonant blends, multisyllabic words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
My Big Family,"Mom and Dad start the car.  
My sister has a bird.  
The girl gets her turn.  
We stop for a short trip.  
Dad will hurt his arm.  ","['ar: car, start', 'er: her, water', 'ir: girl, bird', 'or: for, short', 'ur: turn, hurt']",5,HuggingFace,6,"digraph, blend, r_controlled, multisyllabic","r-controlled vowels, consonant blends","consonant blends, r-controlled vowels"
A Fun Day with My Family,"My mom starts the car for our trip to the park.  
Her bird chirps as we turn onto a short road.  
The girl spots a red car near the big tree.  
We drink water and rest in the warm sun.  
Dad hurts his arm but still plays with us!","['ar: car, start', 'er: her, water', 'ir: girl, bird', 'or: for, short', 'ur: turn, hurt']",5,HuggingFace,6,"digraph, blend, vowel_team, r_controlled, multisyllabic","r-controlled vowels, consonant blends, vowel teams","consonant digraphs, consonant blends, vowel teams, r-controlled vowels"
The Big Family Turn,"Mark and his sister start their morning by helping their mom park the car near the market.  
Their little girl, Fern, waters the flowers while a red bird chirps in the birch tree.  
After a short walk, they stop for corn and herbs to make their favorite stir-fry.  
Dad takes his turn stirring the pot, but the steam makes his eyes hurt for a moment.  
When dinner is done, the whole family gathers around to share stories under the stars.","['ar: car, start', 'er: her, water', 'ir: girl, bird', 'or: for, short', 'ur: turn, hurt']",5,HuggingFace,8,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","r-controlled vowels, multisyllabic words, consonant blends","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
My Happy Family,"My sister is happy.  
We sit at the table.  
Dad says running is better.  
Be careful with the cups!  
My family is the best!","['happy, better, running, careful, table, sister']",5,HuggingFace,4,"digraph, blend, r_controlled, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, r-controlled vowels, multisyllabic words"
A Happy Family Day,"My happy sister is running to the table with a big smile.  
Dad says careful when we set the plates so nothing falls.  
Mom makes the better pancakes that taste so sweet and fluffy.  
After breakfast, we play a careful game of tag in the yard.  
Our family is happy when we laugh and eat together.","['happy, better, running, careful, table, sister']",5,HuggingFace,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, r-controlled vowels","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, multisyllabic words"
A Happy Family Day,"My happy family sat around the table for a tasty dinner.  
My little sister is running faster now, and she gets better each day.  
Mom told us to be careful when carrying the plates to the sink.  
After dinner, we played a game that made everyone laugh and cheer.  
I love my family because they always make me feel happy and safe.","['happy, better, running, careful, table, sister']",5,HuggingFace,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
The Night Watch,"Mom will watch the light at night.  
Dad can catch the big bridge.  
The judge sits by the edge.  
We see the bright moon light.  
Let’s pitch the tent just right!","['tch: catch, watch', 'dge: bridge, judge', 'igh: light, night']",5,HuggingFace,3,"digraph, blend, vowel_team","vowel teams, consonant blends, consonant digraphs","consonant digraphs, consonant blends, vowel teams"
The Bright Night Catch,"At night, Mom and Dad watch the bright light in the sky.  
We sit on the bridge and try to catch fireflies.  
My little sister is a good judge of which bugs to pick.  
Dad says we must watch for bats in the dim light.  
We laugh as we dash to catch one last firefly!","['tch: catch, watch', 'dge: bridge, judge', 'igh: light, night']",5,HuggingFace,3,"digraph, blend, vowel_team, r_controlled, diphthong, multisyllabic","consonant blends, consonant digraphs, vowel teams","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, multisyllabic words"
The Bright Night Watch,"At night, Mitch and his little sister watch the bright stars twinkle high in the sky.  
They sit on the bridge by their house and try to catch fireflies in a jar.  
Dad says, ""Don’t judge how many you catch—just enjoy the light show!""  
Mom brings a batch of fresh cookies, and they munch while gazing at the night.  
When it’s time for bed, Mitch hugs his parents tight and says, ""This was the best night!""","['tch: catch, watch', 'dge: bridge, judge', 'igh: light, night']",5,HuggingFace,5,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","consonant digraphs, consonant blends, multisyllabic words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
Fun with Family,"Mom is reading a book.  
Dad is writing a note.  
Ben is jumping on the bed.  
Lily is running in the yard.  
We are playing together!","['running, jumping, playing, reading, writing']",5,HuggingFace,5,"digraph, blend, final_e, vowel_team, r_controlled, multisyllabic","multisyllabic words, consonant digraphs, vowel teams","consonant digraphs, vowel teams, r-controlled vowels, multisyllabic words"
Fun with Family,"Mom is reading a book to my little brother.  
Dad and I are playing catch in the yard.  
My sister loves jumping on the trampoline.  
The dog keeps running after a bouncing ball.  
We are writing thank-you notes to Grandma.","['running, jumping, playing, reading, writing']",5,HuggingFace,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant digraphs, consonant blends","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, multisyllabic words"
Family Fun Day,"My little brother loves running around the yard while our dog keeps jumping over his toys.  
Mom and Dad are playing cards on the porch, laughing as the sun sets behind them.  
My sister sits under the tree, reading her favorite book with a big smile.  
I am writing a story about our family, remembering all the fun we have together.  
After dinner, we all go outside, running and playing until the stars come out.","['running, jumping, playing, reading, writing']",5,HuggingFace,8,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
My Fun Family,"Mom will give me a kiss.  
Dad has a buff doll.  
The babies have big hugs.  
We stopped running fast.  
I tried to help Mom.","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,3,"digraph, blend, vowel_team, multisyllabic","consonant blends, vowel teams","consonant blends, vowel teams"
My Busy Family,"Mom will give my doll a big kiss and hug.  
Dad stopped running when the babies cried.  
We have a buff cat who naps all day.  
My sister tried to help, but she dropped the cups.  
The twins have little messes, but we love them!","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,3,"digraph, blend, vowel_team, r_controlled, l_controlled, multisyllabic","consonant blends, multisyllabic words, vowel teams","consonant digraphs, consonant blends, vowel teams, multisyllabic words"
The Big Family Day,"Dad gave Mom a big kiss when she made his favorite fluffy buff pancakes for breakfast.  
The babies giggled as they tried to grab the doll that fell off the shelf.  
We have to give the dog a bath before he jumps on the clean rug.  
My little brother kept running and stopped suddenly when he saw the ice cream truck.  
At the picnic, we shared grapes and berries while the puppies played nearby.","['Floss: buff, kiss, doll', 'E Ending: have, give', 'Doubling: running, stopped', 'Y Rule: babies, tried']",5,HuggingFace,8,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, multisyllabic words"
The Beautiful Zoo Trip,"The zoo has beautiful animals.  
It is important to watch them.  
Each animal is different and fun.  
Mom uses her telephone for pictures.  
Remember to see the elephants!  
Our elementary class loves the zoo.","['beautiful, important, different, telephone, remember, elementary']",6,HuggingFace,8,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, l-controlled vowels, multisyllabic words"
